"variable","lower","upper","med","real","real.in.83","real.minus.med","percent.error","run_id"
"gorgonianElectivity",-2.56675265035809,-1.60699487348742,-2.02250910588216,-2.00977845136,TRUE,0.0127306545221617,0.633435715939088,6
"fireElectivity",0.150866593867714,0.342145561232273,0.245434237168466,0.582537336030426,FALSE,0.33710309886196,-57.8680675060376,6
"spongeElectivity",0.39752614573191,0.599174339675132,0.496974646296024,0.884844259638174,FALSE,0.387869613342151,-43.8347889040673,6
"scleractinianElectivity",-0.134307221361659,0.0600722010636655,-0.0383049962220445,0.163431242194089,FALSE,0.201736238416133,-123.437988788309,6
"gorgonianElectivity",-1.64442381303757,-1.07501731725942,-1.34019244745655,-1.3464305394502,TRUE,-0.00623809199365755,-0.463305889972221,7
"fireElectivity",-0.018225428871968,0.247437411798564,0.113131804351582,-0.193570558113494,FALSE,-0.306702362465077,-158.44473738886,7
"spongeElectivity",-0.0331607217882176,0.231829177682039,0.0993215288311921,-0.00233595711367605,TRUE,-0.101657485944868,-4351.85583458302,7
"scleractinianElectivity",0.156483414517019,0.431417991200841,0.291035928286493,-0.0128297338671881,FALSE,-0.303865662153681,-2368.44867788578,7
"gorgonianElectivity",-0.138070001937477,0.0549237168548916,-0.042190448729958,0.145205135976491,FALSE,0.187395584706449,-129.055755119288,8
"fireElectivity",0.602234773708046,0.809912333612333,0.704093821890192,1.08443964583429,FALSE,0.380345823944098,-35.0730283059217,8
"spongeElectivity",-0.847682523707335,-0.631290240496629,-0.739874899419076,-0.478056357012336,FALSE,0.26181854240674,54.7672964842478,8
"scleractinianElectivity",-0.17700693567205,0.0140917321017379,-0.0821163486935699,0.117106040291602,FALSE,0.199222388985172,-170.12136051146,8
"gorgonianElectivity",-0.079779955775708,0.0882384988555681,0.00410146762598579,0.422306357473614,FALSE,0.418204889847628,-99.0287933029182,9
"fireElectivity",0.520432683865855,0.691900982512703,0.605590260464071,1.29473736320671,FALSE,0.689147102742643,-53.2267873258722,9
"spongeElectivity",-0.428136061532387,-0.25815961821387,-0.344213675440303,0.164714018573954,FALSE,0.508927694014257,-308.976551249495,9
"scleractinianElectivity",-0.234662855925476,-0.0695255554321724,-0.153149418417024,0.204953840800235,FALSE,0.358103259217259,-174.723858708408,9
"gorgonianElectivity",1.13246233371467,1.48655995021146,1.30525231791409,0.921606922714916,FALSE,-0.383645395199169,41.627876890183,10
"fireElectivity",-1.30407445263169,-0.931957120623437,-1.11343639221927,-1.1872945751275,TRUE,-0.0738581829082285,-6.22071257255571,10
"spongeElectivity",-0.287414242040259,-0.0374649524736325,-0.164328151384844,-0.20353096703733,TRUE,-0.0392028156524857,-19.2613518341391,10
